Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011]
Angola,AGO,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,0.803169739140614,-4.40051673373098,-7.57424131682649,0.470400353180381,3.88721345468279,10.2142450048262,17.3236807025067,4.01966962378451,7.11037705125143,9.15619378990731
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-6.24702505737208,0.821756115691173,1.23420292611527,-4.16693720486262,-18.3955246168033,-14.6893227263778,0.704632329216977,-1.17390075820295,5.19986450416778,-5.12410133699206
Angola,AGO,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,-6.14269575230995,-1.59942962282226,-3.0510332563867,2.33086771308115,1.84246367267617,-0.20966013611374,3.91582905615597,12.2276405135209,6.88548492022092,15.1813589155986
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.39998738958575,-0.624644317706895,-2.00362972730201,-0.147212941085755,-2.58004964404932,0.943571561325001,4.82262756838996,4.95454464636187,8.54218764265372,3.47197634454024
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-8.39624119385249,-3.7956079652012,-5.16211179066241,-3.40998337557743,-5.81618754909985,-2.46873730689103,1.2198806209574,1.29199384519865,4.7065188600379,-0.220842987712189
Angola,AGO,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,-14.0973517722443,-1.59942236530409,-1.70861748607948,0.274065682531699,-10.5287109615407,-8.78121321363726,-14.1387803788985,21.3825293942233,0.622286762895087,27.2346512126293
Angola,AGO,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-5.04146113165143,-1.54013048270227,-3.89886413788894,-1.33626469301346,-2.8251951429702,2.8058171723625,6.69081305431583,6.42308628815206,9.61472454218165,3.30784059158556
Angola,AGO,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,-8.04907049110916,-4.68188192432267,-6.9962616541886,-4.56018190151578,-6.05318969916443,-0.669443274790666,3.02385669224839,2.70928846014687,5.74115440164161,-0.379120887139393
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2140,2970,3210,3450,3770,4520,5010,4780,4170,3410
Angola,AGO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,70371398331.4718,94529281168.9386,98895545962.2256,102809282435.022,108710652624.125,125915232844.516,134935090329.982,124418717059.404,104804657710.709,82606027251.3298
Angola,AGO,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-1.43143372641275,-0.948264217918791,-5.54188451495718,3.00000000984643,-19.536924195031,-1.90682397430898,3.45168415193204,1.64642429239676,7.16619824872171,10.5611767995199
Angola,AGO,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,-1.43151934445187,..,..,..,..,..,..,..,..,..
Angola,AGO,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,-3.96004345642741,-1.59943160084678,-3.41301032010428,2.90000000748233,5.89399598575879,2.95879112624561,12.673756239857,8.26664098064265,9.84369365610478,10.2484245631284
Angola,AGO,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-7.00189350558058,-4.73929080581958,-6.52606719771107,-0.462340570307617,2.37636358013063,-0.521640471198452,8.80116650646137,4.48850946667159,5.96203219456292,6.3137600485409
Angola,AGO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-23.48090016268,-0.0180722891566205,-16.9096392326655,1.45997930395694,-24.7389010888961,-23.910321229,-5.1584822658351,4.37864959647156,-0.0894581049362415,10.9500418067016
Angola,AGO,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,-10.1898304555775,-10.6831200758821,-3.60771525704881,-1.64825857455307,1.0102741874333,7.4936987528687,-1.61939031678936,3.19941742098958,10.6852087980295,-1.4138617510516
Angola,AGO,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,2.87998793090442,0.783031777406109,4.76433202185444,1.1795319952102,11.6381106729943,12.0243364392829,-9.91694611410733,7.72425363180396,9.56253009037151,9.08109990171442
Angola,AGO,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,-2.44027720612102,0.913255047140794,0.261255048181866,1.48098846162196,-5.24318505164952,-4.83799410160569,10.076657487069,7.74044274125707,5.66210136644105,10.5228018453784
Angola,AGO,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..,..,..,..,..,-18.0082669685745,-19.5405753023669
Angola,AGO,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,79730,87180,91240,90620,88980,88410,84930,86040
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,94.5026723334307,95.3940423826417,96.1757436089468,96.8202169336404,97.2945879377601,97.5692455393597,97.9422051206056,98.1304634642927,98.1454468316284,97.9883072371092
Angola,AGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,40.232,40.729,41.281,41.882,42.52,43.182,43.847,44.493,45.102
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,7.981,8.19,8.432,8.716,9.052,9.454,9.921,10.451,11.039
Angola,AGO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.3953623946154,46.6220250275763,46.8089247095412,46.9530162996215,47.0533524343201,47.108971147683,47.1771593108235,47.2054250456675,47.1960194569596,47.1445349901888
Angola,AGO,"Population ages 0-14, female",SP.POP.0014.FE.IN,7590076,7391526,7189750,6984656,6776879,6566961,6359972,6151428,5941834,5730658
Angola,AGO,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.7084858791099,45.9657150390659,46.1819021284752,46.3559261852536,46.4930018790314,46.5968752448,46.7017102373757,46.7718599131614,46.8068332323306,46.7967887206721
Angola,AGO,"Population ages 0-14, male",SP.POP.0014.MA.IN,7658353,7446078,7231974,7015196,6794455,6569082,6350390,6129427,5908107,5688059
Angola,AGO,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,47.0968220027588,47.2923627572035,47.4493550781457,47.5628467999099,47.6257250012354,47.6322658057533,47.6631194474,47.6486459950679,47.5940085480771,47.5001469750203
Angola,AGO,"Population ages 0-14, total",SP.POP.0014.TO,15248424,14837599,14421730,13999872,13571355,13136045,12710363,12280862,11849941,11418718
Angola,AGO,"Population ages 15-64, female",SP.POP.1564.FE.IN,8616194,8301453,8000119,7711816,7435711,7171195,6910836,6661728,6423190,6195251
Angola,AGO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.4131751845783,51.17863322241,50.9747016426956,50.8077871356001,50.6856291078069,50.6151669639,50.5197967810515,50.4717924862605,50.4679776282642,50.5080352679062
Angola,AGO,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,51.887910184387,51.6242820505804,51.3871431794089,51.1819584601243,51.0129405431223,50.8843099222203,50.7467423394355,50.6518825865449,50.5987180304218,50.5906742504146
Angola,AGO,"Population ages 15-64, male",SP.POP.1564.MA.IN,8281395,7986290,7705079,7437436,7183297,6942530,6700096,6468908,6248274,6038126
Angola,AGO,"Population ages 15-64, total",SP.POP.1564.TO,16897592,16287753,15705197,15149241,14618993,14113725,13610929,13130634,12671462,12233379
Angola,AGO,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,50.9283636115411,50.7234175849658,50.5534214276993,50.4256230406299,50.3513125812445,50.3401288527706,50.2878525503232,50.2876871307322,50.3342959372144,50.4235051805354
Angola,AGO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.19146242080635,2.19934175001363,2.21637364776329,2.23919656477835,2.26101845787304,2.27586188841703,2.303043908125,2.32278246807198,2.33600291477621,2.34742974190506
Angola,AGO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,399128,387541,378459,370978,363537,354980,347477,338829,329349,319927
Angola,AGO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.40360393650306,2.41000291035365,2.43095469211594,2.46211535462205,2.4940575778463,2.51881483297969,2.55154742318875,2.57625750029368,2.5944487372476,2.61253702891334
Angola,AGO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,321122,312411,304406,296687,288603,279632,273002,265466,257171,248639
Angola,AGO,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1.97481438570015,1.9842196578307,1.99722349415499,2.01153015946024,2.0229624175201,2.02760534147608,2.04902800227688,2.06366687419994,2.07169551470844,2.07634784444431
Angola,AGO,"Population ages 65 and above, total",SP.POP.65UP.TO,720252,699947,682860,667656,652134,634610,620481,604290,586522,568563
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.21853035205175,3.24291402840967,3.2761445879162,3.32215836256296,3.37826943218091,3.43886936840162,3.49744741099259,3.55199742692341,3.59775453949706,3.63415021537353
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,16605398,16080520,15568328,15067450,14576127,14093136,13618285,13151985,12694373,12245836
Angola,AGO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5241361751203,50.5274750128821,50.5304629337424,50.5334766486604,50.5370064892474,50.5413281557632,50.5471002223944,50.5538637195125,50.559227813529,50.5594645232624
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,16260870,15744779,15241459,14749319,14266355,13791244,13323488,12863801,12413552,11974824
Angola,AGO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4758638248797,49.472524987118,49.4695370662576,49.4665233513396,49.4629935107526,49.4586718442368,49.4528997776056,49.4461362804875,49.440772186471,49.4405354767376
Angola,AGO,"Population, total",SP.POP.TOTL,32866268,31825299,30809787,29816769,28842482,27884380,26941773,26015786,25107925,24220660
Angola,AGO,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,..,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.028
Benin,BEN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,1.75332966074708,5.15957959320093,7.329068917348,7.56411260305343,8.96619450400409,0.0227444188129198,8.25728270735269,6.10952395745379,5.44444084983394,0.951894910868916
Benin,BEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-24.9650056342879,8.61455786939371,4.99999999999999,7,13.4812801388143,-20.095907018424,24.9426904491939,22.7322185106604,24.0956971768593,-9.7106909750689
Benin,BEN,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.70157476308088,3.79944006498249,3.81523332336036,3.92514144454408,0.854737508767897,6.27707188498117,2.90910142265422,4.53248851668162,2.26455690112309,3.69647599380154
